paper,paper_doi,fid,iid,lat,long,pop,sub_pop,continent,country,state,dataset_N_HO_SNPs,geno_rate_at_HO_SNPs,dataset_N_genochip_SNPs,geno_rate_at_genochip_SNPs,needs_imputation_for_IBD,imputation_params,phasing_params,comments
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-094,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98938,50542,0.996023,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-094
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-097,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98878,50542,0.995331,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-097
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-201,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98742,50542,0.993708,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-201
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-217,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98885,50542,0.99543,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-217
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-241,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98944,50542,0.995825,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-241
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-244,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.990076,50542,0.996419,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-244
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-245,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.9879,50542,0.993827,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-245
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-249,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98797,50542,0.993866,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-249
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-250,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98901,50542,0.99541,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-250
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-271,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.9887,50542,0.995073,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-271
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-272,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98916,50542,0.995528,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-272
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-330,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98799,50542,0.994262,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-330
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-356,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98939,50542,0.995845,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-356
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-359,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98959,50542,0.996023,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-359
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-362,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98879,50542,0.995093,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-362
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-436,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.98966,50542,0.996241,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-436
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-460,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.96216,50542,0.96882,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-460
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-462,55.0,48.5,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Drozhzhanovsky and Alekseevski districts",554998,0.990141,50542,0.996557,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-462
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Chuvash,Ttr-474,54.75,47.78,Eastern Europeans,Chuvash,Europe,Russia,"Tatarstan Republic, Apastovsky, Drozhzhanovsky, Kaibitsky districts",554998,0.990566,50542,0.997171,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,F; 'Version ID' at AADR v50.0: Ttr-474
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Chuvash,Ttr-481,54.75,47.78,Eastern Europeans,Chuvash,Europe,Russia,"Tatarstan Republic, Apastovsky, Drozhzhanovsky, Kaibitsky districts",554998,0.99055,50542,0.997072,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Ttr-481
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-493,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.9899,50542,0.996458,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-493
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-501,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98804,50542,0.994678,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-501
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Chuvash,Ttr-507,54.75,47.78,Eastern Europeans,Chuvash,Europe,Russia,"Tatarstan Republic, Apastovsky, Drozhzhanovsky, Kaibitsky districts",554998,0.9905079999999999,50542,0.997012,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Ttr-507
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Tatar-Volga,TTR-514,55.23,52.58,Eastern Europeans,Tatar-Volga,Europe,Russia,"Tatarstan Republic, Arsk, Atnya, Aktanish, Mamadish and Sarmanovo districts",554998,0.98857,50542,0.994935,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: TTR-514
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Chuvash,Ttr-568,54.75,47.78,Eastern Europeans,Chuvash,Europe,Russia,"Tatarstan Republic, Apastovsky, Drozhzhanovsky, Kaibitsky districts",554998,0.990485,50542,0.996933,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Ttr-568
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Chuvash,Ttr-569,54.75,47.78,Eastern Europeans,Chuvash,Europe,Russia,"Tatarstan Republic, Apastovsky, Drozhzhanovsky, Kaibitsky districts",554998,0.990198,50542,0.996696,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: Ttr-569
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-004,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98963,50542,0.996162,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-004
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-033,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98981,50542,0.996201,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-033
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-034,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98997,50542,0.996261,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-034
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-138,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98961,50542,0.996181,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-138
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-229,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98928,50542,0.996122,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-229
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-254,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.9896,50542,0.996102,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-254
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-255,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.98988,50542,0.996458,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-255
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-256,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.990384,50542,0.996874,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-256
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-318,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.990276,50542,0.996894,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-318
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Udmurt,UDM-335,56.09,52.37,Eastern Europeans,Udmurt,Europe,Russia,"Udmurtia Republic, Sharkansky, Alnashsky, Vavozhsky, Yukamensky districts",554998,0.990346,50542,0.996557,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UDM-335
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-East,UKR-1283,50.82,33.87,Eastern Europeans,Ukranian-East,Europe,Ukraine,Sumskaya region,554998,0.98933,50542,0.995588,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1283
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-East,UKR-1291,50.82,33.87,Eastern Europeans,Ukranian-East,Europe,Ukraine,Sumskaya region,554998,0.98986,50542,0.99632,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1291
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-East,UKR-1292,50.82,33.87,Eastern Europeans,Ukranian-East,Europe,Ukraine,Sumskaya region,554998,0.98912,50542,0.995608,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1292
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-East,UKR-1377,50.82,33.87,Eastern Europeans,Ukranian-East,Europe,Ukraine,Sumskaya region,554998,0.990395,50542,0.996834,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1377
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-East,UKR-1399,50.82,33.87,Eastern Europeans,Ukranian-East,Europe,Ukraine,Sumskaya region,554998,0.98909,50542,0.995904,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1399
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-Central,UKR-1903,50.52,28.55,Eastern Europeans,Ukranian-Central,Europe,Ukraine,Zhitomirskaya region,554998,0.95671,50542,0.96296,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1903
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-Central,UKR-1909,50.52,28.55,Eastern Europeans,Ukranian-Central,Europe,Ukraine,Zhitomirskaya region,554998,0.98917,50542,0.995548,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1909
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-Central,UKR-1913,50.52,28.55,Eastern Europeans,Ukranian-Central,Europe,Ukraine,Zhitomirskaya region,554998,0.98909,50542,0.99541,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1913
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-West,UKR-1951,51.32,26.58,Eastern Europeans,Ukranian-West,Europe,Ukraine,Rovenskaya region,554998,0.990023,50542,0.996419,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1951
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-West,UKR-1978,51.32,26.58,Eastern Europeans,Ukranian-West,Europe,Ukraine,Rovenskaya region,554998,0.98603,50542,0.992798,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1978
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-West,UKR-1992,51.32,26.58,Eastern Europeans,Ukranian-West,Europe,Ukraine,Rovenskaya region,554998,0.98955,50542,0.99628,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-1992
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Ukranian-Central,UKR-2021,50.52,28.55,Eastern Europeans,Ukranian-Central,Europe,Ukraine,Zhitomirskaya region,554998,0.98921,50542,0.995825,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UKR-2021
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-229,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98886,50542,0.995825,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-229
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-232,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98978,50542,0.996399,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-232
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-234,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98997,50542,0.996518,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-234
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-235,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.9889,50542,0.995528,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-235
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-236,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.990486,50542,0.997111,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-236
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-237,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98924,50542,0.995311,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-237
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-238,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.990279,50542,0.996379,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-238
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-244,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98796,50542,0.994539,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-244
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-East,UZB-246,41.3,69.27,Central Asian and Siberian populations,Uzbek-East,Asia,Uzbekistan,Tashkent,554998,0.98965,50542,0.996102,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-246
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-West,UZB-301,41.55,60.63,Central Asian and Siberian populations,Uzbek-West,Asia,Uzbekistan,Khorezm,554998,0.990094,50542,0.996538,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-301
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-West,UZB-302,41.55,60.63,Central Asian and Siberian populations,Uzbek-West,Asia,Uzbekistan,Khorezm,554998,0.98884,50542,0.99537,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-302
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-West,UZB-303,41.55,60.63,Central Asian and Siberian populations,Uzbek-West,Asia,Uzbekistan,Khorezm,554998,0.98918,50542,0.995449,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-303
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-West,UZB-304,41.55,60.63,Central Asian and Siberian populations,Uzbek-West,Asia,Uzbekistan,Khorezm,554998,0.98834,50542,0.994757,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-304
JeongNatureEcologyEvolution2019,https://reich.hms.harvard.edu/allen-ancient-dna-resource-aadr-downloadable-genotypes-present-day-and-ancient-dna-data,Uzbek-West,UZB-305,41.55,60.63,Central Asian and Siberian populations,Uzbek-West,Asia,Uzbekistan,Khorezm,554998,0.98908,50542,0.995588,False,,Phased by BEAGLE 5.2 using 1KG phase3 reference panel,M; 'Version ID' at AADR v50.0: UZB-305
